Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Jay Scrubb,SG,21,LAC,18,0,6.7,1.0,2.6,.391,0.3,1.2,.286,0.7,1.4,.480,.457,0.4,0.6,.700,0.1,0.8,0.9,0.4,0.2,0.2,0.4,0.5,2.7
Wayne Selden,SG,27,NYK,3,0,6.3,0.3,1.3,.250,0.3,0.7,.500,0.0,0.7,.000,.375,0.7,1.3,.500,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,1.7
Alperen Şengün,C,19,HOU,68,9,19.9,3.4,7.1,.472,0.4,1.6,.264,2.9,5.5,.531,.501,2.3,3.3,.697,1.8,3.5,5.3,2.4,0.9,1.0,2.0,2.9,9.4
Collin Sexton,SG,23,CLE,11,11,28.7,6.2,13.7,.450,1.0,4.1,.244,5.2,9.6,.538,.487,2.6,3.5,.744,1.2,2.1,3.3,2.1,0.9,0.0,2.8,2.3,16.0
Landry Shamet,SG,24,PHO,64,11,20.5,2.6,6.7,.395,1.8,4.7,.381,0.9,2.0,.426,.528,1.0,1.3,.838,0.2,1.5,1.8,1.6,0.4,0.1,0.6,1.3,8.1
Day'Ron Sharpe,PF,20,BRK,32,8,12.2,2.7,4.7,.577,0.1,0.2,.286,2.6,4.4,.592,.584,0.8,1.3,.585,2.5,2.5,5.0,0.5,0.3,0.5,0.9,1.9,6.2
Pascal Siakam,PF,27,TOR,64,64,37.8,8.5,17.4,.491,1.1,3.2,.356,7.4,14.3,.521,.523,4.0,5.4,.744,1.9,6.5,8.4,5.2,1.2,0.6,2.7,3.4,22.3
Chris Silva,PF,25,MIA,9,0,9.8,0.9,1.7,.533,0.0,0.0,0,0.9,1.7,.533,.533,1.1,1.3,.833,1.4,2.4,3.9,0.8,0.0,0.1,0.9,2.2,2.9
Marko Simonovic,C,22,CHI,9,0,3.9,0.4,1.7,.267,0.1,0.6,.200,0.3,1.1,.300,.300,0.9,1.2,.727,0.6,0.6,1.1,0.0,0.1,0.1,0.2,0.7,1.9
Anfernee Simons,SG,22,POR,57,30,29.5,6.2,14.0,.443,3.1,7.8,.405,3.1,6.2,.490,.555,1.8,2.0,.888,0.5,2.2,2.6,3.9,0.5,0.1,2.0,1.9,17.3
Jericho Sims,PF,23,NYK,37,2,11.6,0.8,1.0,.763,0.0,0.0,0,0.8,1.0,.763,.763,0.2,0.5,.316,1.3,2.2,3.5,0.4,0.2,0.4,0.4,1.4,1.7
Deividas Sirvydis,SG,21,DET,3,0,9.0,0.3,3.3,.100,0.3,2.3,.143,0.0,1.0,.000,.150,0.0,0.0,0,0.0,2.0,2.0,0.3,1.0,0.3,0.0,1.3,1.0
Javonte Smart,PG,22,MIA,2,0,2.0,0.0,1.5,.000,0.0,0.5,.000,0.0,1.0,.000,.000,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcus Smart,PG,27,BOS,67,67,32.7,4.2,10.2,.413,1.6,5.0,.323,2.6,5.2,.500,.493,2.1,2.6,.791,0.6,3.3,3.9,5.8,1.7,0.3,2.2,2.3,12.1
Dennis Smith Jr.,PG,24,POR,37,4,17.2,2.1,5.1,.418,0.2,0.7,.222,2.0,4.4,.451,.434,1.1,1.7,.656,0.5,1.8,2.4,3.6,1.2,0.3,1.4,1.4,5.6
Ish Smith,PG,33,WAS,23,0,21.8,3.8,8.6,.444,0.5,1.6,.324,3.3,7.0,.472,.475,0.1,0.2,.600,0.6,2.5,3.1,5.0,0.8,0.5,1.4,1.7,8.3
Jalen Smith,PF,21,IND,20,4,24.6,5.2,9.7,.536,1.5,3.9,.377,3.8,5.9,.641,.611,1.7,2.3,.756,2.0,5.7,7.7,0.8,0.4,1.0,1.0,2.0,13.6
Xavier Sneed,SF,24,UTA,5,0,4.4,0.4,1.0,.400,0.2,0.8,.250,0.2,0.2,1.000,.500,0.0,0.0,0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,1.0
Tony Snell,SG,30,NOP,11,2,20.9,2.2,5.1,.429,1.6,4.0,.409,0.5,1.1,.500,.589,0.0,0.0,0,0.4,2.2,2.5,0.5,0.5,0.2,0.6,1.9,6.0
Jaden Springer,SG,19,PHI,2,0,3.0,0.5,0.5,1.000,0.0,0.0,0,0.5,0.5,1.000,1.000,0.0,0.0,0,0.5,0.5,1.0,0.0,0.0,1.0,0.5,0.0,1.0
Cassius Stanley,SG,22,DET,9,1,17.2,2.1,5.1,.413,0.4,1.9,.235,1.7,3.2,.517,.457,1.1,1.1,1.000,0.6,1.6,2.1,0.4,0.6,0.2,0.7,1.9,5.8
Nik Stauskas,SG,28,BOS,6,0,2.5,0.3,1.0,.333,0.3,1.0,.333,0.0,0.0,0,.500,0.2,0.3,.500,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,1.2
Lance Stephenson,SG,31,IND,36,1,19.1,3.6,8.0,.455,0.7,2.3,.298,2.9,5.7,.520,.498,1.5,1.9,.797,0.3,2.6,2.9,3.9,0.6,0.1,1.7,2.2,9.5
Lamar Stevens,PF,24,CLE,59,13,15.8,2.4,4.9,.493,0.3,1.0,.305,2.1,3.9,.541,.524,0.8,1.2,.691,0.8,1.8,2.6,0.7,0.5,0.2,0.6,1.6,5.9
Isaiah Stewart,C,20,DET,67,67,25.8,3.5,6.9,.513,0.1,0.5,.222,3.4,6.4,.538,.522,1.0,1.4,.701,3.2,5.4,8.6,1.1,0.3,1.1,1.2,3.0,8.2
Max Strus,SF,25,MIA,65,13,23.3,3.6,8.4,.432,2.6,6.5,.398,1.0,1.8,.555,.587,0.6,0.8,.780,0.4,2.6,3.0,1.4,0.4,0.2,0.8,1.7,10.4
Jalen Suggs,PG,20,ORL,46,43,27.7,4.2,11.7,.361,0.9,4.1,.216,3.3,7.5,.441,.399,2.7,3.5,.773,0.6,3.1,3.7,4.4,1.2,0.4,3.0,3.0,12.1
Craig Sword,SG,28,WAS,3,0,6.3,1.0,1.3,.750,0.0,0.3,.000,1.0,1.0,1.000,.750,0.0,0.0,0,0.0,0.0,0.0,0.3,1.3,0.0,0.3,2.3,2.0
Keifer Sykes,PG,28,IND,32,11,17.7,2.2,5.9,.363,0.8,2.8,.300,1.3,3.1,.420,.434,0.5,0.5,.882,0.3,1.2,1.4,1.9,0.4,0.1,1.0,1.6,5.6
Jae'Sean Tate,SF,26,HOU,74,73,26.4,4.7,9.4,.504,0.8,2.6,.311,3.9,6.8,.579,.548,1.7,2.4,.709,1.7,3.7,5.4,2.9,0.9,0.5,1.8,3.7,12.0
Jayson Tatum,SF,23,BOS,73,73,36.2,9.4,20.8,.451,3.0,8.6,.352,6.3,12.1,.521,.524,5.3,6.2,.859,1.1,6.9,8.0,4.3,1.0,0.6,2.8,2.3,27.1
Terry Taylor,SG,22,IND,29,5,20.7,4.0,6.3,.628,0.3,1.0,.321,3.7,5.3,.684,.653,1.1,1.6,.689,2.7,2.5,5.2,1.2,0.4,0.2,0.6,1.8,9.3
Garrett Temple,SG,35,NOP,56,16,18.9,1.9,5.0,.383,1.0,3.1,.320,0.9,1.9,.486,.482,0.5,0.7,.683,0.5,2.0,2.5,1.3,0.8,0.4,0.7,1.4,5.4
Emanuel Terry,PF,25,PHO,3,0,6.0,0.0,1.7,.000,0.0,0.0,0,0.0,1.7,.000,.000,0.0,0.0,0,2.7,2.3,5.0,0.7,0.3,0.0,1.7,1.3,0.0
Tyrell Terry,PG,21,MEM,2,0,1.5,0.5,0.5,1.000,0.0,0.0,0,0.5,0.5,1.000,1.000,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0
Jon Teske,C,24,MEM,3,0,2.7,0.0,0.3,.000,0.0,0.0,0,0.0,0.3,.000,.000,0.0,0.7,.000,0.0,0.7,0.7,0.3,0.3,0.0,0.0,0.3,0.0
Daniel Theis,C,29,BOS,17,2,16.6,2.6,4.2,.625,0.4,1.1,.316,2.3,3.1,.736,.667,0.9,1.4,.667,0.9,3.5,4.5,0.8,0.5,0.8,0.8,2.4,6.6
Brodric Thomas,SG,25,BOS,10,0,4.8,0.6,1.5,.400,0.1,0.8,.125,0.5,0.7,.714,.433,0.2,0.4,.500,0.2,0.5,0.7,0.8,0.0,0.1,0.4,0.6,1.5
Cam Thomas,SG,20,BRK,63,2,18.2,3.4,7.8,.430,0.7,2.7,.265,2.7,5.1,.517,.476,1.3,1.6,.828,0.3,2.2,2.5,1.2,0.5,0.1,0.8,1.0,8.7
Isaiah Thomas,PG,32,CHO,13,0,13.7,3.2,7.4,.427,1.3,3.5,.378,1.8,3.9,.471,.516,0.8,0.8,.909,0.2,1.2,1.4,1.6,0.5,0.2,0.6,1.2,8.4
Matt Thomas,SG,27,CHI,40,0,11.5,1.4,3.4,.410,0.9,2.3,.385,0.5,1.1,.465,.541,0.4,0.5,.800,0.1,1.2,1.3,0.5,0.2,0.1,0.2,0.5,4.0
Klay Thompson,SG,31,GSW,30,30,29.2,7.3,17.4,.418,3.4,9.1,.371,3.9,8.3,.468,.514,1.4,1.5,.911,0.5,3.5,3.9,2.7,0.5,0.6,1.3,1.7,19.3
Tristan Thompson,PF,30,CHI,19,2,16.3,2.1,3.7,.549,0.0,0.1,.000,2.1,3.6,.565,.549,1.1,2.1,.525,1.6,3.0,4.6,0.7,0.6,0.3,0.6,1.6,5.2
JT Thor,PF,19,CHO,29,0,8.5,0.8,1.9,.444,0.2,0.9,.269,0.6,1.0,.607,.509,0.3,0.6,.625,0.4,1.0,1.4,0.6,0.3,0.3,0.3,0.9,2.2
Matisse Thybulle,SG,24,PHI,62,47,25.5,2.3,4.6,.505,0.7,2.2,.319,1.6,2.4,.680,.582,0.5,0.7,.791,0.6,1.7,2.3,1.1,1.8,1.1,0.6,2.4,5.9
Killian Tillie,C,23,MEM,36,3,12.8,1.2,3.5,.339,0.8,2.4,.314,0.4,1.1,.390,.445,0.1,0.2,.625,0.6,1.1,1.7,0.6,0.6,0.4,0.4,1.6,3.3
Xavier Tillman Sr.,PF,23,MEM,49,1,13.0,1.9,4.0,.464,0.2,0.9,.214,1.7,3.1,.532,.487,0.9,1.3,.652,1.3,1.9,3.1,1.1,0.9,0.3,0.7,1.2,4.8
Isaiah Todd,PF,20,WAS,10,0,4.1,0.5,1.7,.294,0.4,1.1,.364,0.1,0.6,.167,.412,0.2,0.6,.333,0.2,0.8,1.0,0.3,0.2,0.2,0.1,0.1,1.6
Obi Toppin,PF,23,NYK,68,6,15.8,3.0,5.8,.525,0.5,1.9,.258,2.5,3.9,.660,.569,1.2,1.6,.757,0.9,2.6,3.5,1.0,0.3,0.4,0.7,1.4,7.8
Juan Toscano-Anderson,SF,28,GSW,70,6,13.5,1.6,3.2,.485,0.4,1.2,.310,1.2,2.0,.587,.542,0.6,1.0,.571,0.4,2.0,2.4,1.7,0.7,0.2,0.9,1.5,4.1
Karl-Anthony Towns,C,26,MIN,71,71,33.4,8.6,16.3,.530,2.0,4.9,.411,6.6,11.4,.582,.592,5.3,6.4,.827,2.6,7.2,9.8,3.6,1.0,1.1,3.1,3.6,24.5
Gary Trent Jr.,SG,23,TOR,65,64,34.8,6.3,15.4,.410,3.0,7.9,.380,3.3,7.5,.441,.506,2.5,3.0,.845,0.4,2.4,2.7,2.0,1.8,0.3,1.0,2.1,18.1
P.J. Tucker,PF,36,MIA,70,69,28.0,2.9,6.0,.485,1.1,2.7,.416,1.8,3.3,.541,.578,0.6,0.9,.738,1.4,4.0,5.4,2.1,0.8,0.2,0.9,2.3,7.6
Rayjon Tucker,SG,24,DEN,3,0,9.7,0.3,0.7,.500,0.3,0.7,.500,0.0,0.0,0,.750,1.0,1.3,.750,0.3,1.0,1.3,1.3,0.3,0.0,0.0,1.0,2.0
Myles Turner,C,25,IND,42,42,29.4,4.8,9.4,.509,1.5,4.4,.333,3.3,5.0,.662,.587,1.9,2.5,.752,1.5,5.5,7.1,1.0,0.7,2.8,1.3,2.8,12.9
Jonas Valančiūnas,C,29,NOP,71,71,30.9,7.0,12.9,.542,0.8,2.2,.361,6.2,10.7,.580,.574,3.3,4.0,.819,3.1,8.5,11.6,2.6,0.6,0.8,2.4,3.3,18.1
Denzel Valentine,SG,28,UTA,2,0,9.0,1.0,2.0,.500,0.5,1.5,.333,0.5,0.5,1.000,.625,0.0,0.0,0,0.0,2.0,2.0,0.0,0.5,0.0,1.0,1.5,2.5
Jarred Vanderbilt,PF,22,MIN,70,63,25.5,2.9,5.0,.585,0.0,0.2,.154,2.9,4.8,.602,.588,1.2,1.8,.656,3.0,5.6,8.6,1.3,1.3,0.6,1.0,2.4,7.1
Fred VanVleet,PG,27,TOR,63,63,37.9,6.8,16.8,.407,3.7,9.8,.381,3.1,7.0,.443,.518,2.9,3.3,.870,0.7,3.8,4.5,6.6,1.7,0.6,2.6,2.5,20.3
Devin Vassell,SF,21,SAS,67,28,27.0,4.6,10.7,.428,1.9,5.3,.354,2.7,5.4,.499,.515,1.1,1.3,.828,0.6,3.6,4.3,1.9,1.0,0.6,0.8,2.1,12.1
Gabe Vincent,PG,25,MIA,65,26,23.6,3.2,7.6,.416,1.8,4.8,.367,1.4,2.9,.500,.531,0.7,0.8,.815,0.3,1.5,1.9,3.1,0.9,0.2,1.5,2.3,8.8
Nikola Vučević,C,31,CHI,70,70,33.5,7.7,15.9,.480,1.5,4.6,.318,6.2,11.4,.546,.526,1.3,1.7,.752,2.0,9.2,11.2,3.3,1.0,1.0,1.8,2.5,18.0
Dean Wade,PF,25,CLE,51,28,19.2,1.9,4.3,.456,1.0,2.8,.359,0.9,1.5,.640,.574,0.4,0.6,.667,0.6,2.3,2.9,1.0,0.6,0.1,0.3,1.7,5.3
Franz Wagner,SF,20,ORL,78,78,31.1,5.8,12.5,.468,1.2,3.4,.357,4.6,9.0,.510,.517,2.4,2.8,.863,1.1,3.5,4.6,2.9,0.9,0.4,1.5,2.1,15.3
Moritz Wagner,C,24,ORL,59,1,14.5,2.9,6.1,.485,1.0,3.1,.317,2.0,3.0,.655,.564,1.6,2.0,.815,0.6,2.8,3.5,1.3,0.3,0.2,0.9,1.9,8.5
Ish Wainright,PF,27,PHO,41,0,7.0,0.6,1.8,.342,0.3,1.0,.262,0.3,0.8,.452,.418,0.1,0.2,.500,0.5,0.6,1.0,0.3,0.3,0.1,0.3,1.0,1.6
Kemba Walker,PG,31,NYK,37,37,25.6,4.0,10.0,.403,2.0,5.4,.367,2.1,4.6,.444,.501,1.6,1.9,.845,0.4,2.6,3.0,3.5,0.7,0.2,1.3,1.0,11.6
Lonnie Walker IV,SG,23,SAS,67,6,23.0,4.5,10.9,.408,1.6,5.0,.313,2.9,5.9,.489,.480,1.6,2.1,.771,0.3,2.3,2.5,2.1,0.6,0.3,1.0,1.4,12.1
M.J. Walker,SG,23,PHO,2,0,4.0,0.0,2.0,.000,0.0,1.0,.000,0.0,1.0,.000,.000,0.0,0.0,0,0.0,0.5,0.5,0.5,1.0,0.0,0.0,0.5,0.0
Tyrone Wallace,SG,27,NOP,6,0,12.5,1.2,3.3,.350,0.3,1.3,.250,0.8,2.0,.417,.400,0.2,0.8,.200,0.0,1.3,1.3,0.2,0.5,0.2,0.3,1.2,2.8
Derrick Walton,PG,26,DET,3,3,36.0,2.0,8.7,.231,1.0,4.3,.231,1.0,4.3,.231,.288,1.3,1.3,1.000,0.7,2.7,3.3,7.0,2.3,1.3,3.7,2.7,6.3
Brad Wanamaker,PG,32,WAS,1,1,27.0,2.0,5.0,.400,0.0,0.0,0,2.0,5.0,.400,.400,3.0,3.0,1.000,0.0,4.0,4.0,7.0,2.0,0.0,0.0,3.0,7.0
Duane Washington Jr.,PG,21,IND,44,7,20.0,3.5,8.7,.398,1.6,4.3,.366,1.9,4.3,.429,.490,1.0,1.3,.764,0.1,1.6,1.7,1.8,0.5,0.1,1.2,1.5,9.5
P.J. Washington,PF,23,CHO,61,24,27.0,3.8,8.3,.463,1.8,4.8,.367,2.1,3.5,.597,.570,0.9,1.2,.716,1.3,4.0,5.3,2.2,0.9,0.9,1.2,2.3,10.3
Yuta Watanabe,SF,27,TOR,36,4,11.7,1.5,3.6,.412,0.8,2.1,.360,0.8,1.6,.482,.515,0.6,1.0,.568,0.5,1.9,2.4,0.5,0.2,0.4,0.5,1.1,4.3
Lindy Waters III,SG,24,OKC,22,1,18.7,2.8,6.8,.413,2.1,5.8,.362,0.7,1.0,.696,.567,0.0,0.0,1.000,0.1,2.8,2.9,1.0,0.7,0.4,0.5,1.4,7.8
Tremont Waters,PG,24,WAS,1,0,8.0,1.0,2.0,.500,0.0,0.0,0,1.0,2.0,.500,.500,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0
Trendon Watford,SF,21,POR,48,10,18.1,3.0,5.6,.532,0.2,0.8,.237,2.8,4.8,.581,.549,1.5,2.0,.755,1.2,3.0,4.1,1.7,0.5,0.6,0.9,2.4,7.6
Paul Watson,SF,27,OKC,9,3,17.3,1.3,3.9,.343,0.7,2.9,.231,0.7,1.0,.667,.429,0.1,0.2,.500,0.3,2.7,3.0,0.9,0.3,0.3,0.4,1.1,3.4
Quinndary Weatherspoon,SG,25,GSW,9,0,7.6,1.3,2.2,.600,0.1,0.4,.250,1.2,1.8,.688,.625,0.6,0.6,1.000,0.2,1.3,1.6,0.4,0.1,0.1,0.3,1.7,3.3
Russell Westbrook,PG,33,LAL,76,76,34.3,6.9,15.8,.440,1.0,3.4,.295,5.9,12.3,.480,.472,3.4,5.0,.669,1.4,6.0,7.4,7.1,1.0,0.3,3.8,3.0,18.2
Coby White,PG,21,CHI,58,16,27.3,4.6,10.6,.432,2.2,5.8,.374,2.4,4.8,.502,.534,1.3,1.5,.862,0.3,2.7,3.0,2.9,0.4,0.2,1.1,2.2,12.6
Derrick White,SG,27,BOS,22,3,27.6,3.4,9.0,.381,1.1,4.3,.263,2.3,4.6,.490,.444,2.6,2.9,.891,0.5,2.7,3.2,3.6,0.7,0.7,1.3,2.3,10.5
Hassan Whiteside,C,32,UTA,61,8,18.0,3.2,5.0,.648,0.0,0.0,0,3.2,5.0,.648,.648,1.5,2.4,.624,2.4,5.1,7.5,0.4,0.4,1.5,0.8,2.8,8.0
Joe Wieskamp,SG,22,SAS,24,0,6.7,0.8,2.1,.380,0.5,1.6,.342,0.3,0.5,.500,.510,0.2,0.4,.556,0.2,0.2,0.4,0.3,0.1,0.1,0.1,0.5,2.3
Aaron Wiggins,SG,23,OKC,49,34,24.1,3.1,6.7,.457,0.8,2.7,.306,2.2,4.0,.562,.520,1.2,1.7,.716,1.0,2.5,3.5,1.3,0.6,0.2,1.1,1.9,8.1
Andrew Wiggins,SF,26,GSW,70,70,31.9,6.5,14.0,.465,2.1,5.4,.389,4.4,8.5,.513,.541,2.0,3.2,.638,1.2,3.3,4.5,2.2,1.1,0.7,1.5,2.1,17.1
Lindell Wigginton,PG,23,MIL,17,0,8.9,1.1,2.5,.442,0.4,1.1,.368,0.7,1.4,.500,.523,0.9,1.6,.556,0.1,1.1,1.2,0.8,0.2,0.1,0.6,0.7,3.5
Brandon Williams,PG,22,POR,20,13,26.9,4.7,12.2,.387,1.5,4.7,.309,3.3,7.5,.436,.447,3.2,4.5,.700,0.9,2.4,3.2,3.7,1.1,0.4,2.4,2.2,14.0
Grant Williams,PF,23,BOS,73,20,24.2,2.7,5.6,.474,1.4,3.3,.410,1.3,2.3,.570,.597,1.1,1.2,.899,0.8,2.7,3.5,1.0,0.5,0.7,0.8,2.4,7.8
Kenrich Williams,SF,27,OKC,49,0,21.9,3.0,6.5,.461,0.8,2.5,.339,2.1,4.0,.536,.525,0.6,1.1,.545,1.5,3.0,4.5,2.2,0.9,0.2,0.9,1.7,7.4
Lou Williams,PG,35,ATL,55,0,14.3,2.3,5.7,.392,0.7,1.8,.366,1.6,3.9,.405,.451,1.2,1.4,.859,0.3,1.3,1.6,1.9,0.5,0.1,0.8,0.9,6.4
Patrick Williams,PF,20,CHI,13,5,22.8,2.4,4.5,.534,0.6,1.3,.471,1.8,3.2,.561,.603,0.8,1.2,.625,0.8,3.0,3.8,0.6,0.7,0.5,0.5,1.5,6.2
Robert Williams,C,24,BOS,61,61,29.6,4.4,6.0,.736,0.0,0.0,.000,4.4,6.0,.738,.736,1.1,1.5,.722,3.9,5.7,9.6,2.0,0.9,2.2,1.0,2.2,10.0
Ziaire Williams,SF,20,MEM,58,29,21.4,3.0,6.6,.453,1.1,3.7,.302,1.8,2.8,.648,.538,0.6,0.8,.773,0.4,1.7,2.1,1.0,0.5,0.2,0.7,1.8,7.6
D.J. Wilson,PF,25,TOR,4,1,13.5,2.8,3.8,.733,0.0,0.5,.000,2.8,3.3,.846,.733,2.0,2.5,.800,0.3,3.8,4.0,1.3,1.3,0.3,0.5,1.5,7.5
Dylan Windler,SF,25,CLE,48,0,9.1,0.8,2.0,.379,0.4,1.4,.309,0.3,0.6,.556,.489,0.3,0.4,.833,0.4,1.4,1.8,0.6,0.3,0.1,0.3,0.9,2.3
Justise Winslow,SF,25,POR,11,10,26.8,4.3,10.5,.405,0.9,3.4,.270,3.4,7.2,.468,.448,1.3,2.3,.560,1.8,4.5,6.3,2.9,1.3,0.6,1.1,1.9,10.7
Cassius Winston,PG,23,WAS,5,0,5.4,0.6,1.2,.500,0.4,1.0,.400,0.2,0.2,1.000,.667,0.4,0.4,1.000,0.0,0.0,0.0,1.0,0.0,0.0,0.2,1.4,2.0
Christian Wood,C,26,HOU,68,67,30.8,6.5,12.9,.501,1.9,4.9,.390,4.5,8.0,.570,.576,3.0,4.9,.623,1.6,8.5,10.1,2.3,0.8,1.0,1.9,2.5,17.9
Robert Woodard II,SF,22,SAC,12,0,3.5,0.2,1.3,.125,0.1,0.3,.250,0.1,1.0,.083,.156,0.2,0.2,1.000,0.4,0.5,0.9,0.3,0.1,0.1,0.1,0.3,0.6
Delon Wright,SG,29,ATL,73,8,18.7,1.6,3.6,.462,0.6,1.5,.396,1.0,2.0,.510,.546,0.7,0.8,.860,0.7,2.2,2.8,2.4,1.2,0.3,0.6,0.7,4.6
McKinley Wright IV,PG,23,MIN,3,0,3.0,0.7,1.0,.667,0.3,0.7,.500,0.3,0.3,1.000,.833,0.0,0.0,0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.3,1.7
Moses Wright,PF,23,DAL,2,0,2.5,0.5,2.0,.250,0.0,0.5,.000,0.5,1.5,.333,.250,0.5,0.5,1.000,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.5
Thaddeus Young,PF,33,TOR,21,0,17.5,2.6,5.5,.470,0.7,1.6,.424,1.9,3.9,.488,.530,0.4,0.9,.421,1.4,2.8,4.2,1.6,1.1,0.5,0.9,1.5,6.2
Trae Young,PG,23,ATL,72,72,34.8,9.3,20.3,.459,3.1,8.0,.383,6.3,12.3,.509,.535,6.6,7.3,.903,0.6,3.1,3.8,9.6,1.0,0.1,4.0,1.7,28.3
Omer Yurtseven,C,23,MIA,53,11,12.2,2.3,4.3,.539,0.0,0.2,.125,2.3,4.2,.555,.542,0.7,1.1,.632,1.5,3.7,5.2,0.9,0.3,0.4,0.7,1.5,5.3
Cody Zeller,C,29,POR,27,0,13.1,1.9,3.3,.567,0.0,0.1,.000,1.9,3.2,.593,.567,1.4,1.8,.776,1.9,2.8,4.6,0.8,0.3,0.2,0.7,2.1,5.2
Ivica Zubac,C,24,LAC,72,72,24.4,4.0,6.4,.621,0.0,0.0,0,4.0,6.4,.621,.621,2.2,3.0,.729,2.8,5.5,8.3,1.6,0.5,1.0,1.5,2.6,10.1
